id_contrato;id_trabajador;sexo;edad_inicio;nivel_educativo;ccaa;sector;tamano_empresa;provincia;contratos_previos_empresa;salario_base_mensual;jornada_parcial
13157;171980;Mujer;26;Postsecundaria;C. Valenciana;Agricultura;1-9;28;12;891,5;1
13158;848726;Mujer;26;Postsecundaria;Resto;Industria y construcción;1-9;35;11;934,2;0
13159;168301;Hombre;27;FP superior;Resto;Servicios alta cualificación y comercio;1-9;35;16;892,4;1
13160;798617;Mujer;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;9;8;815,7;0
13161;500815;Hombre;19;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;40;11;766,0;0
13162;137716;Hombre;30;Primaria o secundaria;País Vasco;Servicios no de mercado;10-49;30;8;719,5;0
13163;183299;Hombre;23;Primaria o secundaria;Resto;Industria y construcción;50-249;52;15;815,3;1
13164;842319;Hombre;27;Postsecundaria;Cataluña;Hostelería;1-9;14;19;909,8;0
13165;905734;Hombre;31;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;31;9;1001,0;0
13166;294331;Hombre;22;Postsecundaria;Andalucía;Hostelería;1-9;52;14;919,7;0
13167;904381;Hombre;20;Primaria o secundaria;Cataluña;Industria y construcción;1-9;38;10;800,3;1
13168;516927;Hombre;23;Primaria o secundaria;Resto;Hostelería;10-49;20;8;876,6;0
13169;872526;Mujer;20;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;50-249;34;10;814,8;0
13170;277643;Hombre;25;Primaria o secundaria;Cataluña;Servicios no de mercado;1-9;42;14;958,3;0
13171;703502;Mujer;23;FP superior;Resto;Servicios alta cualificación y comercio;1-9;19;7;1132,0;0
13172;904423;Hombre;23;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;50-249;36;12;947,1;0
13173;884642;Hombre;18;Primaria o secundaria;Resto;Industria y construcción;1-9;20;10;879,0;0
13174;513792;Hombre;23;Postsecundaria;Resto;Agricultura;1-9;32;12;1015,2;0
13175;817008;Mujer;25;Primaria o secundaria;Madrid;Hostelería;1-9;12;16;801,2;1
13176;832393;Hombre;28;Primaria o secundaria;Madrid;Industria y construcción;1-9;14;10;1096,6;1
13177;829415;Mujer;19;Postsecundaria;Castilla y León;Agricultura;50-249;48;16;1003,2;0
13178;264331;Hombre;27;Postsecundaria;País Vasco;Servicios alta cualificación y comercio;1-9;23;7;964,3;0
13179;376421;Hombre;19;Primaria o secundaria;Andalucía;Industria y construcción;10-49;11;18;792,2;1
13180;847561;Mujer;29;Postsecundaria;Galicia;Industria y construcción;10-49;42;11;1139,5;0
13181;663896;Hombre;25;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;50-249;1;10;786,0;0
13182;564081;Mujer;23;Primaria o secundaria;Resto;Agricultura;50-249;19;7;952,2;1
13183;841389;Mujer;22;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;51;15;822,2;0
13184;451954;Hombre;20;Postsecundaria;Resto;Hostelería;1-9;11;12;817,3;0
13185;567316;Mujer;26;Primaria o secundaria;Madrid;Hostelería;10-49;25;11;840,2;1
13186;904102;Mujer;26;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;50-249;39;7;939,0;0
13187;698070;Hombre;23;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;44;9;859,2;0
13188;574348;Hombre;17;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;51;13;686,5;0
13189;473819;Hombre;25;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;10-49;8;14;769,3;1
13190;628513;Mujer;22;Primaria o secundaria;Cataluña;Industria y construcción;1-9;27;15;990,3;0
13191;628900;Mujer;27;Postsecundaria;Resto;Hostelería;1-9;1;12;846,1;0
13192;774214;Mujer;21;Primaria o secundaria;Andalucía;Industria y construcción;10-49;28;11;778,6;0
13193;672213;Hombre;23;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;46;14;888,0;0
13194;314078;Hombre;19;Primaria o secundaria;Andalucía;Hostelería;1-9;35;12;942,9;0
13195;429517;Hombre;21;Primaria o secundaria;Madrid;Hostelería;50-249;14;6;678,3;1
13196;224988;Hombre;23;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;34;13;989,5;0
13197;891310;Hombre;24;Postsecundaria;Andalucía;Servicios no de mercado;10-49;46;9;869,1;0
13198;966326;Mujer;28;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;1-9;2;11;1008,7;1
13199;915159;Hombre;26;Postsecundaria;Andalucía;Hostelería;1-9;28;11;1055,4;0
13200;693791;Hombre;31;Primaria o secundaria;Castilla y León;Hostelería;1-9;38;9;995,4;0
13201;512249;Mujer;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;20;10;778,3;1
13202;624995;Hombre;24;FP superior;Madrid;Servicios no de mercado;1-9;6;13;1042,8;0
13203;664390;Hombre;27;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;21;15;994,1;0
13204;454126;Mujer;27;Primaria o secundaria;Madrid;Industria y construcción;10-49;12;12;1082,5;1
13205;450234;Mujer;18;Postsecundaria;Madrid;Industria y construcción;1-9;39;6;804,2;0
13206;724896;Hombre;25;FP superior;Resto;Servicios no de mercado;10-49;26;14;964,9;0
13207;329474;Hombre;16;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;45;11;614,4;1
13208;234593;Mujer;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;48;10;652,6;0
13209;462524;Hombre;30;Primaria o secundaria;Galicia;Industria y construcción;1-9;31;13;766,7;0
13210;511380;Hombre;23;Postsecundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;23;9;937,0;1
13211;156086;Hombre;26;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;12;11;785,2;0
13212;272485;Mujer;28;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;11;12;775,5;1
13213;562353;Mujer;19;Postsecundaria;Andalucía;Industria y construcción;10-49;10;21;984,1;0
13214;478137;Hombre;27;Primaria o secundaria;Resto;Hostelería;10-49;36;17;837,7;0
13215;800523;Mujer;20;FP superior;Andalucía;Servicios alta cualificación y comercio;1-9;7;12;1084,8;0
13216;538506;Mujer;25;Postsecundaria;Resto;Hostelería;10-49;41;17;824,1;0
13217;212109;Hombre;27;Postsecundaria;Castilla y León;Servicios no de mercado;10-49;42;19;1143,3;1
13218;225328;Hombre;21;Postsecundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;51;13;913,7;0
13219;640966;Mujer;20;Primaria o secundaria;Andalucía;Hostelería;1-9;2;16;856,5;0
13220;159527;Hombre;18;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;1-9;41;14;698,2;0
13221;720112;Hombre;26;Primaria o secundaria;Castilla-La Mancha;Hostelería;50-249;42;12;686,4;0
13222;318453;Hombre;22;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;6;9;965,8;0
13223;705573;Mujer;27;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;45;9;1076,9;0
13224;707423;Mujer;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;35;10;846,3;0
13225;888497;Hombre;26;Primaria o secundaria;C. Valenciana;Agricultura;50-249;25;15;981,3;1
13226;576089;Mujer;29;Postsecundaria;Madrid;Agricultura;1-9;43;11;963,2;0
13227;124773;Hombre;21;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;32;6;690,9;0
13228;853258;Hombre;19;Primaria o secundaria;Resto;Industria y construcción;1-9;2;9;783,6;0
13229;333712;Hombre;23;Primaria o secundaria;Cataluña;Hostelería;10-49;6;13;724,7;1
13230;886208;Mujer;23;Primaria o secundaria;Madrid;Agricultura;1-9;36;12;990,0;1
13231;649796;Hombre;23;Primaria o secundaria;Resto;Industria y construcción;10-49;7;12;971,6;0
13232;358831;Hombre;16;Primaria o secundaria;C. Valenciana;Servicios no de mercado;1-9;6;11;484,7;1
13233;905820;Hombre;22;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;6;18;1070,1;1
13234;768223;Mujer;20;Primaria o secundaria;Castilla-La Mancha;Hostelería;1-9;11;15;823,8;0
13235;702535;Mujer;21;Primaria o secundaria;Cataluña;Hostelería;1-9;45;13;830,6;0
13236;691112;Hombre;21;Primaria o secundaria;Cataluña;Industria y construcción;1-9;10;11;722,7;1
13237;566278;Hombre;20;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;17;12;957,9;0
13238;285144;Hombre;28;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;11;15;1086,2;1
13239;133243;Mujer;24;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;51;12;953,7;1
13240;920831;Hombre;23;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;1;18;847,0;1
13241;963063;Mujer;22;Primaria o secundaria;Cataluña;Hostelería;250+;22;11;768,3;1
13242;756814;Hombre;20;Primaria o secundaria;Resto;Hostelería;1-9;11;14;873,4;0
13243;614388;Hombre;32;Postsecundaria;Andalucía;Hostelería;10-49;52;10;1132,7;0
13244;662580;Mujer;24;Primaria o secundaria;Cataluña;Hostelería;10-49;23;9;697,0;0
13245;241802;Mujer;24;Primaria o secundaria;Cataluña;Hostelería;1-9;31;10;824,0;0
13246;689579;Hombre;27;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;250+;13;8;1040,6;0
13247;529944;Mujer;23;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;50-249;44;12;842,3;0
13248;843188;Hombre;16;Primaria o secundaria;Resto;Hostelería;50-249;47;9;783,8;0
13249;269423;Hombre;16;Primaria o secundaria;Andalucía;Industria y construcción;50-249;1;16;798,4;1
13250;717995;Hombre;23;Primaria o secundaria;Andalucía;Industria y construcción;1-9;20;14;992,7;0
13251;196538;Hombre;22;Primaria o secundaria;País Vasco;Hostelería;10-49;18;13;647,2;0
13252;535219;Mujer;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;16;12;928,0;1
13253;585577;Hombre;29;FP superior;C. Valenciana;Hostelería;10-49;4;9;1046,8;0
13254;309944;Mujer;29;Postsecundaria;Cataluña;Industria y construcción;10-49;16;13;968,7;1
13255;411400;Mujer;27;Primaria o secundaria;Resto;Hostelería;1-9;19;7;770,7;1
13256;119945;Mujer;23;Primaria o secundaria;Resto;Servicios no de mercado;50-249;5;15;1000,7;1
13257;972528;Mujer;35;Primaria o secundaria;Resto;Industria y construcción;1-9;36;15;932,9;0
13258;153154;Hombre;30;Primaria o secundaria;Resto;Servicios no de mercado;1-9;7;15;975,3;0
13259;987140;Mujer;28;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;30;5;926,4;0
13260;264335;Hombre;27;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;45;8;809,1;0
13261;756686;Hombre;26;Postsecundaria;C. Valenciana;Servicios no de mercado;50-249;49;10;1134,0;0
13262;615060;Mujer;25;Primaria o secundaria;Andalucía;Industria y construcción;1-9;3;15;745,6;0
13263;793792;Mujer;26;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;42;14;887,2;1
13264;889850;Mujer;26;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;46;11;780,4;0
13265;494424;Mujer;27;Postsecundaria;Resto;Servicios alta cualificación y comercio;50-249;16;11;921,5;1
13266;448856;Hombre;20;Primaria o secundaria;Castilla-La Mancha;Servicios no de mercado;10-49;38;9;766,2;1
13267;608051;Hombre;28;Primaria o secundaria;Resto;Industria y construcción;50-249;8;16;1068,0;0
13268;388237;Hombre;22;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;36;11;571,9;1
13269;929058;Mujer;20;Primaria o secundaria;Castilla y León;Servicios no de mercado;50-249;24;9;599,1;1
13270;972332;Hombre;29;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;42;15;950,0;0
13271;819251;Hombre;28;Primaria o secundaria;Resto;Hostelería;1-9;5;7;878,3;0
13272;150678;Hombre;22;Primaria o secundaria;Resto;Industria y construcción;1-9;45;9;894,4;0
13273;162414;Hombre;22;Primaria o secundaria;Resto;Servicios no de mercado;1-9;49;10;832,6;0
13274;697111;Hombre;19;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;20;17;686,2;1
13275;112132;Hombre;77;Primaria o secundaria;Madrid;Industria y construcción;1-9;45;11;1002,8;0
13276;547521;Hombre;27;Postsecundaria;Andalucía;Hostelería;10-49;4;12;1067,4;0
13277;679399;Mujer;29;Primaria o secundaria;Resto;Hostelería;1-9;38;13;959,5;0
13278;618217;Hombre;21;Primaria o secundaria;Resto;Industria y construcción;1-9;14;13;802,2;0
13279;735246;Mujer;24;Postsecundaria;Andalucía;Servicios no de mercado;1-9;43;13;701,0;0
13280;486766;Mujer;26;Primaria o secundaria;Castilla-La Mancha;Hostelería;10-49;35;12;691,0;1
13281;442058;Hombre;19;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;10-49;42;11;710,6;0
13282;809677;Hombre;25;Primaria o secundaria;Galicia;Servicios no de mercado;10-49;49;12;1023,5;1
13283;613364;Hombre;20;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;50-249;46;8;688,9;0
13284;515427;Hombre;21;Primaria o secundaria;Madrid;Servicios no de mercado;10-49;19;14;671,1;1
13285;363264;Mujer;24;Postsecundaria;Resto;Industria y construcción;1-9;27;14;918,6;0
13286;625581;Hombre;24;Primaria o secundaria;Cataluña;Industria y construcción;10-49;50;11;727,2;0
13287;387258;Mujer;26;Postsecundaria;Madrid;Hostelería;1-9;26;8;938,6;0
13288;395748;Mujer;25;Primaria o secundaria;Resto;Industria y construcción;250+;46;12;939,1;0
13289;668457;Mujer;21;Primaria o secundaria;Resto;Hostelería;1-9;28;15;705,2;0
13290;296418;Hombre;16;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;10-49;5;12;648,3;0
13291;356295;Mujer;20;Postsecundaria;Cataluña;Hostelería;10-49;16;9;892,7;0
13292;445005;Hombre;29;Postsecundaria;Cataluña;Industria y construcción;1-9;35;13;1014,9;0
13293;928774;Mujer;18;FP superior;Resto;Industria y construcción;50-249;25;13;1015,4;1
13294;430128;Mujer;19;FP superior;País Vasco;Industria y construcción;10-49;10;7;1007,6;0
13295;342808;Mujer;23;Postsecundaria;Resto;Servicios alta cualificación y comercio;50-249;48;12;616,4;1
13296;142949;Mujer;16;FP superior;Andalucía;Hostelería;1-9;1;8;796,5;0
13297;675450;Mujer;20;Primaria o secundaria;Resto;Industria y construcción;1-9;45;13;703,0;0
13298;847778;Mujer;26;Primaria o secundaria;Castilla y León;Industria y construcción;50-249;38;9;785,1;0
13299;243564;Mujer;30;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;8;8;1023,5;0
13300;717113;Hombre;25;Primaria o secundaria;Cataluña;Industria y construcción;10-49;21;13;1124,0;1
13301;165704;Mujer;25;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;6;13;778,2;0
13302;786745;Hombre;16;Primaria o secundaria;C. Valenciana;Hostelería;1-9;46;11;661,9;0
13303;371241;Mujer;32;Primaria o secundaria;Galicia;Agricultura;250+;31;8;1000,8;0
13304;602077;Mujer;19;Postsecundaria;Cataluña;Servicios no de mercado;10-49;3;8;941,2;1
13305;754578;Hombre;31;Primaria o secundaria;Resto;Industria y construcción;10-49;42;12;975,4;0
13306;866346;Mujer;31;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;24;19;908,9;0
13307;204960;Hombre;23;Primaria o secundaria;Madrid;Industria y construcción;50-249;23;12;861,6;0
13308;943195;Hombre;29;Primaria o secundaria;Andalucía;Industria y construcción;10-49;12;10;1011,2;1
13309;593361;Mujer;25;Postsecundaria;Resto;Hostelería;1-9;8;15;898,9;0
13310;342924;Mujer;24;Primaria o secundaria;C. Valenciana;Servicios no de mercado;1-9;5;12;997,9;0
13311;970199;Hombre;31;Postsecundaria;Galicia;Hostelería;10-49;49;10;1048,4;1
13312;408637;Hombre;29;FP superior;Andalucía;Hostelería;1-9;3;15;1017,0;0
13313;358302;Hombre;28;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;51;9;936,1;0
13314;581561;Mujer;23;Postsecundaria;Resto;Hostelería;50-249;41;12;988,2;0
13315;256902;Hombre;29;Primaria o secundaria;Andalucía;Agricultura;10-49;22;10;1025,7;1
13316;492386;Mujer;25;Postsecundaria;Castilla y León;Hostelería;10-49;17;15;1043,7;0
13317;663384;Hombre;23;Primaria o secundaria;País Vasco;Industria y construcción;10-49;5;11;949,3;0
13318;513736;Mujer;25;Primaria o secundaria;Cataluña;Hostelería;10-49;30;11;819,4;0
13319;937581;Hombre;19;Primaria o secundaria;Resto;Hostelería;10-49;22;15;790,4;0
13320;490786;Hombre;23;Primaria o secundaria;Castilla y León;Hostelería;1-9;52;14;698,6;0
13321;341254;Mujer;29;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;48;19;1026,3;0
13322;977145;Mujer;24;Primaria o secundaria;Castilla y León;Industria y construcción;1-9;27;6;1056,6;1
13323;878949;Mujer;20;Primaria o secundaria;Cataluña;Industria y construcción;10-49;15;14;905,6;1
13324;372951;Hombre;18;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;45;8;815,3;0
13325;132163;Mujer;18;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;22;9;768,0;1
13326;493942;Hombre;26;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;21;14;1036,0;0
13327;819778;Hombre;26;FP superior;Castilla y León;Agricultura;10-49;47;13;916,4;0
13328;155827;Hombre;19;Postsecundaria;Andalucía;Industria y construcción;50-249;47;13;960,3;1
13329;775033;Hombre;20;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;4;17;842,9;0
13330;737368;Hombre;25;Primaria o secundaria;Cataluña;Hostelería;50-249;23;6;961,2;1
13331;381155;Mujer;20;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;38;13;778,0;0
13332;156946;Hombre;18;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;49;9;647,0;0
13333;503906;Hombre;21;Primaria o secundaria;Andalucía;Industria y construcción;1-9;17;12;756,1;1
13334;525939;Mujer;23;Primaria o secundaria;Andalucía;Hostelería;1-9;5;9;941,2;0
13335;900827;Mujer;19;Primaria o secundaria;Cataluña;Industria y construcción;50-249;7;11;789,6;0
13336;485417;Mujer;22;Primaria o secundaria;Andalucía;Industria y construcción;10-49;28;9;1115,2;1
13337;129690;Hombre;24;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;50-249;46;15;864,4;0
13338;527372;Mujer;19;Primaria o secundaria;Andalucía;Hostelería;1-9;13;12;683,8;0
13339;566152;Hombre;25;Postsecundaria;Andalucía;Industria y construcción;10-49;38;8;900,6;0
13340;973682;Hombre;25;Primaria o secundaria;País Vasco;Hostelería;10-49;43;12;809,4;1
13341;418678;Hombre;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;27;11;697,7;0
13342;242628;Mujer;31;Primaria o secundaria;Madrid;Industria y construcción;10-49;24;13;955,6;1
13343;680262;Mujer;16;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;37;17;717,3;0
13344;297292;Hombre;22;Primaria o secundaria;Resto;Hostelería;10-49;47;18;843,1;0
13345;329145;Hombre;28;Primaria o secundaria;País Vasco;Industria y construcción;10-49;28;9;1017,7;0
13346;373100;Hombre;19;FP superior;Castilla-La Mancha;Agricultura;50-249;21;7;1058,5;0
13347;582749;Hombre;16;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;24;11;790,5;0
13348;130663;Hombre;33;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;31;13;1019,1;1
13349;435334;Hombre;25;Postsecundaria;C. Valenciana;Industria y construcción;10-49;7;10;1226,6;0
13350;256536;Hombre;20;Primaria o secundaria;C. Valenciana;Hostelería;250+;18;12;830,8;0
13351;144474;Hombre;23;FP superior;Resto;Hostelería;10-49;45;6;788,9;0
13352;654562;Hombre;19;FP superior;Resto;Industria y construcción;1-9;12;7;839,2;0
13353;869977;Hombre;25;Primaria o secundaria;Resto;Servicios no de mercado;10-49;41;8;745,9;0
